text,label,cleaned_text,processed_text
"You 've already seen City by the Sea under a variety of titles , but it 's worth yet another visit .",1,you ve already seen city by the sea under a variety of titles but it s worth yet another visit,already seen city sea variety titles worth yet another visit
-LRB- An -RRB- hilarious romantic comedy .,1,lrb an rrb hilarious romantic comedy,lrb rrb hilarious romantic comedy
"This is a film well worth seeing , talking and singing heads and all .",0,this is a film well worth seeing talking and singing heads and all,film well worth seeing talking singing heads
Stress ` dumb . ',2,stress dumb,stress dumb
The film goes from being an unusual sci-fi character study to a chase flick that detracts from its ending .,1,the film goes from being an unusual scifi character study to a chase flick that detracts from its ending,film goes unusual scifi character study chase flick detracts ending
Scherfig 's light-hearted profile of emotional desperation is achingly honest and delightfully cheeky .,2,scherfig s lighthearted profile of emotional desperation is achingly honest and delightfully cheeky,scherfig lighthearted profile emotional desperation achingly honest delightfully cheeky
"Hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the U.S. -- a major director is emerging in world cinema .",1,hashiguchi covers this territory with wit and originality suggesting that with his fourth feature the first to be released in the us a major director is emerging in world cinema,hashiguchi covers territory wit originality suggesting fourth feature first released us major director emerging world cinema
"Its compelling mix of trial movie , escape movie and unexpected fable ensures the film never feels draggy .",2,its compelling mix of trial movie escape movie and unexpected fable ensures the film never feels draggy,compelling mix trial movie escape movie unexpected fable ensures film never feels draggy
"The direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why .",1,the direction occasionally rises to the level of marginal competence but for most of the film it is hard to tell who is chasing who or why,direction occasionally rises level marginal competence film hard tell chasing
"A witty , trenchant , wildly unsentimental but flawed look at the ins and outs of modern moviemaking .",2,a witty trenchant wildly unsentimental but flawed look at the ins and outs of modern moviemaking,witty trenchant wildly unsentimental flawed look ins outs modern moviemaking
"Liotta put on 30 pounds for the role , and has completely transformed himself from his smooth , Goodfellas image .",1,liotta put on pounds for the role and has completely transformed himself from his smooth goodfellas image,liotta put pounds role completely transformed smooth goodfellas image
A reasonably entertaining sequel to 1994 's surprise family hit that may strain adult credibility .,1,a reasonably entertaining sequel to s surprise family hit that may strain adult credibility,reasonably entertaining sequel surprise family hit may strain adult credibility
"Looking aristocratic , luminous yet careworn in Jane Hamilton 's exemplary costumes , Rampling gives a performance that could not be improved upon . '",1,looking aristocratic luminous yet careworn in jane hamilton s exemplary costumes rampling gives a performance that could not be improved upon,looking aristocratic luminous yet careworn jane hamilton exemplary costumes rampling gives performance could improved upon
"The Four Feathers is definitely horse feathers , but if you go in knowing that , you might have fun in this cinematic sandbox .",2,the four feathers is definitely horse feathers but if you go in knowing that you might have fun in this cinematic sandbox,four feathers definitely horse feathers go knowing might fun cinematic sandbox
Naipaul fans may be disappointed .,1,naipaul fans may be disappointed,naipaul fans may disappointed
"But the problem with Wendigo , for all its effective moments , is n't really one of resources .",2,but the problem with wendigo for all its effective moments is nt really one of resources,problem wendigo effective moments nt really one resources
