text,label,cleaned_text,processed_text,source
"The underworld urban angst is derivative of Martin Scorsese 's Taxi Driver and Goodfellas , but this film speaks for itself .",1.0,the underworld urban angst is derivative of martin scorsese s taxi driver and goodfellas but this film speaks for itself,underworld urban angst derivative martin scorsese taxi driver goodfellas film speaks,sst
"s face is chillingly unemotive , yet he communicates a great deal in his performance .",2.0,s face is chillingly unemotive yet he communicates a great deal in his performance,face chillingly unemotive yet communicates great deal performance,sst
"It is a kickass , dense sci-fi action thriller hybrid that delivers and then some .",0.0,it is a kickass dense scifi action thriller hybrid that delivers and then some,kickass dense scifi action thriller hybrid delivers,sst
Any movie that makes hard work seem heroic deserves a look .,2.0,any movie that makes hard work seem heroic deserves a look,movie makes hard work seem heroic deserves look,sst
"Shows that Jackie Chan is getting older , and that 's something I would rather live in denial about",2.0,shows that jackie chan is getting older and that s something i would rather live in denial about,shows jackie chan getting older something would rather live denial,sst
"Scotland , Pa. is a strangely drab romp .",1.0,scotland pa is a strangely drab romp,scotland pa strangely drab romp,sst
There are films that try the patience of even the most cinema-besotted critic -- and this was one of them .,1.0,there are films that try the patience of even the most cinemabesotted critic and this was one of them,films try patience even cinemabesotted critic one,sst
"... routine , harmless diversion and little else .",1.0,routine harmless diversion and little else,routine harmless diversion little else,sst
` They ' begins and ends with scenes so terrifying I 'm still stunned .,0.0,they begins and ends with scenes so terrifying i m still stunned,begins ends scenes terrifying still stunned,sst
Some Body smacks of exhibitionism more than it does cathartic truth telling .,2.0,some body smacks of exhibitionism more than it does cathartic truth telling,body smacks exhibitionism cathartic truth telling,sst
classic cinema served up with heart and humor,2.0,classic cinema served up with heart and humor,classic cinema served heart humor,sst
The troubling thing about Clockstoppers is that it does n't make any sense .,1.0,the troubling thing about clockstoppers is that it does nt make any sense,troubling thing clockstoppers nt make sense,sst
"Any film that does n't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country is less a documentary and more propaganda by way of a valentine sealed with a kiss .",0.0,any film that does nt even in passing mention political prisoners poverty and the boat loads of people who try to escape the country is less a documentary and more propaganda by way of a valentine sealed with a kiss,film nt even passing mention political prisoners poverty boat loads people try escape country less documentary propaganda way valentine sealed kiss,sst
"In Moonlight Mile , no one gets shut out of the hug cycle .",2.0,in moonlight mile no one gets shut out of the hug cycle,moonlight mile one gets shut hug cycle,sst
The result is mesmerizing -- filled with menace and squalor .,2.0,the result is mesmerizing filled with menace and squalor,result mesmerizing filled menace squalor,sst
Nachtwey clears the cynicism right out of you .,1.0,nachtwey clears the cynicism right out of you,nachtwey clears cynicism right,sst
"Whether or not you 're enlightened by any of Derrida 's lectures on `` the other '' and `` the self , '' Derrida is an undeniably fascinating and playful fellow .",1.0,whether or not you re enlightened by any of derrida s lectures on the other and the self derrida is an undeniably fascinating and playful fellow,whether enlightened derrida lectures self derrida undeniably fascinating playful fellow,sst
"Light the candles , bring out the cake and do n't fret about the calories because there 's precious little substance in Birthday Girl -- it 's simply , and surprisingly , a nice , light treat .",1.0,light the candles bring out the cake and do nt fret about the calories because there s precious little substance in birthday girl it s simply and surprisingly a nice light treat,light candles bring cake nt fret calories precious little substance birthday girl simply surprisingly nice light treat,sst
Why spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?,1.0,why spend on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby,spend stuff get buck greasy little vidgame pit theater lobby,sst
"If you 've got a house full of tots -- do n't worry , this will be on video long before they grow up and you can wait till then .",1.0,if you ve got a house full of tots do nt worry this will be on video long before they grow up and you can wait till then,got house full tots nt worry video long grow wait till,sst
"The power of this script , and the performances that come with it , is that the whole damned thing did n't get our moral hackles up .",2.0,the power of this script and the performances that come with it is that the whole damned thing did nt get our moral hackles up,power script performances come whole damned thing nt get moral hackles,sst
"It 's pretty linear and only makeup-deep , but Bogdanovich ties it together with efficiency and an affection for the period .",1.0,it s pretty linear and only makeupdeep but bogdanovich ties it together with efficiency and an affection for the period,pretty linear makeupdeep bogdanovich ties together efficiency affection period,sst
